"cl0_-00","cl1_-00","cl0_00+","cl1_00+","cl0_+00","cl1_+00","cl0_00-","cl1_00-","cl0_+01","cl1_+01","cl0_10+","cl1_10+","cl0_-01","cl1_-01","cl0_10-","cl1_10-","cl0_01+","cl1_01+","cl0_+10","cl1_+10","cl0_-10","cl1_-10","cl0_01-","cl1_01-","cl0_+11","cl1_+11","cl0_-11","cl1_-11","cl0_11+","cl1_11+","cl0_11-","cl1_11-","cl0_0+-","cl1_0+-","cl0_0-+","cl1_0-+","cl1_+-0","cl1_+-1","cl1_-+0","cl1_-+1","cl0_1+-","cl1_1+-","cl0_1-+","cl1_1-+","203p0","203p1","203d0","203d1","148d00","148d01","148p00","148p01","148d10","148d11","148p10","148p11","h+-00_","h-+00_","h+-01_","h-+01_","h+-10_","h-+10_","h+-11_","h-+11_","u1__0_","d1__0_","u0__0_","d0__0_","u1__1_"
520000.0,260000.0,88.0,123.0,279.0,596.0,370000.0,720000.0,174.0,415.0,62.0,88.0,540000.0,270000.0,390000.0,780000.0,83.0,91.0,111.0,211.0,560000.0,350000.0,980000.0,1900000.0,179.0,210.0,580000.0,290000.0,77.0,80.0,1100000.0,2000000.0,680000.0,1000000.0,10000.0,22000.0,730.0,870.0,410.0,9500.0,360000.0,310000.0,2400.0,1200.0,10000.0,10000.0,1000.0,1000.0,1100.0,1.8,430.0,3000.0,1.4,0.0023,430.0,3000.0,240.0,0.00029,640000.0,0.77,790.0,8.8e-05,2200000.0,0.23,18.0,2500000.0,49.0,490000000.0,16777216.0
